"","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor","Tumor"
"Hsa.750",10.6433115859647,11.2460375610607,12.112686209367,12.8398811942479,11.7768656513819,11.6748627772403,11.8905217730701,12.209550350436,11.6748627772403,11.9366507014311,11.1207521976102,11.8279939560453,11.2629697359488,11.5945759383634,10.2177937681345,10.5248222460226,11.1207521976102,10.0545736857739,11.5945759383634,11.5684357136978,9.969444316189,11.8279939560453,11.6748627772403,11.9366507014311,11.7768656513819,10.9450576941013,12.4443259926963,11.978384271868,11.8616202492695,12.6570387228993,12.6570387228993,12.0340178218567,11.2460375610607,12.8398811942479,11.7448938400637,11.0562570538484,10.5150558159221,11.8616202492695,10.9088564788762,10.8083040792797,12.4443259926963,12.209550350436,12.209550350436,12.3436142703998,11.7448938400637,11.5448405271463,11.4801165538464,11.7134849798304,11.4521459844016,11.8616202492695,11.4521459844016,11.1330881305255,11.5945759383634,12.2633274197188,10.8218340180217,11.5232504271384,11.4521459844016,11.7448938400637,11.8279939560453,11.341454708019,12.3436142703998,11.4801165538464
"Hsa.45293",10.7871064726795,10.7222361504545,12.0340178218567,11.3007695386135,11.4992336531351,10.6309032562888,11.2135398401639,10.3245255513189,12.2633274197188,11.978384271868,10.8083040792797,12.2633274197188,10.7461310992411,11.5448405271463,10.5561778371284,10.6758473673379,10.9205577977834,11.2460375610607,11.1838279453802,11.1838279453802,10.3913347230983,10.7222361504545,10.9205577977834,11.5232504271384,11.6194286158615,11.0736561368819,10.7708410322163,11.0049496276478,11.5232504271384,11.3007695386135,11.7768656513819,11.8279939560453,11.0211522645792,11.6470889576503,11.5945759383634,10.735663699998,10.5036169083843,11.1838279453802,10.4808888763815,10.6433115859647,10.9298353712685,11.2629697359488,11.3248409016373,11.5684357136978,10.6898704918544,11.6470889576503,11.4297637516201,11.2629697359488,10.9585748152263,11.1330881305255,10.8631787477362,10.4193112097907,11.1838279453802,10.8361884620318,10.3496875143261,11.2135398401639,11.4992336531351,10.8991284760918,11.1497876762975,11.2292030670983,11.2460375610607,10.70126956606
"Hsa.2555",11.8279939560453,10.7567274020773,11.9366507014311,11.4521459844016,13.0684958341405,11.7448938400637,11.4297637516201,10.9863884549021,12.112686209367,12.5413878813478,12.112686209367,13.0684958341405,11.6748627772403,11.2824021571064,11.7768656513819,12.6570387228993,11.8279939560453,10.8745530699594,10.7708410322163,11.4992336531351,12.209550350436,11.341454708019,10.7871064726795,11.1838279453802,12.209550350436,10.9298353712685,10.1287277716966,12.1513206241908,11.6194286158615,10.9450576941013,11.2629697359488,11.0410120367946,11.3633593044258,11.5945759383634,10.8745530699594,11.6748627772403,11.8905217730701,11.3633593044258,11.8905217730701,11.6470889576503,11.1982841279187,12.5413878813478,11.1982841279187,11.6470889576503,10.9298353712685,10.9298353712685,11.9366507014311,11.1038705860245,11.1038705860245,10.6190999821738,11.6194286158615,12.5413878813478,10.8631787477362,11.9366507014311,12.1513206241908,10.4381486188711,10.6433115859647,11.4297637516201,11.5448405271463,10.7222361504545,10.9585748152263,10.7567274020773
"Hsa.467",11.6748627772403,11.2824021571064,12.8398811942479,12.0743830932883,12.2633274197188,12.0743830932883,11.7768656513819,11.3007695386135,12.0340178218567,12.6570387228993,11.1838279453802,12.112686209367,12.0743830932883,12.4443259926963,12.4443259926963,12.4443259926963,12.5413878813478,11.5684357136978,12.6570387228993,11.3248409016373,11.5945759383634,12.2633274197188,10.6538385612343,10.663709160097,11.5448405271463,10.8218340180217,11.4297637516201,10.9863884549021,11.5684357136978,11.2135398401639,10.9863884549021,11.6194286158615,10.470311350929,11.4992336531351,11.5448405271463,10.6309032562888,10.8745530699594,11.2824021571064,10.5561778371284,10.7871064726795,11.1207521976102,11.7768656513819,11.8279939560453,11.5232504271384,10.9585748152263,11.4992336531351,10.1781933653667,11.341454708019,11.3007695386135,11.5945759383634,11.978384271868,11.5945759383634,12.0743830932883,11.7134849798304,11.6194286158615,12.2633274197188,11.6748627772403,12.8398811942479,11.6194286158615,10.7871064726795,11.3838750572475,10.6758473673379
"Hsa.539",10.8745530699594,11.0736561368819,11.978384271868,10.97222513169,11.3633593044258,11.3838750572475,11.5448405271463,11.8905217730701,11.5945759383634,12.0340178218567,10.7461310992411,11.9366507014311,11.2824021571064,11.5232504271384,11.2824021571064,10.7871064726795,10.8991284760918,10.9450576941013,11.4801165538464,10.0942056290761,9.64961372081972,11.6748627772403,11.4992336531351,10.5450382571138,11.6470889576503,11.5945759383634,11.9366507014311,11.6748627772403,11.7134849798304,11.8616202492695,12.2633274197188,12.0743830932883,11.0049496276478,12.6570387228993,12.209550350436,11.2460375610607,11.4801165538464,11.7768656513819,11.0562570538484,11.5448405271463,11.3633593044258,11.7134849798304,12.2633274197188,11.8616202492695,11.341454708019,12.0340178218567,11.3633593044258,11.9366507014311,11.9366507014311,11.5684357136978,12.0340178218567,11.0410120367946,11.978384271868,11.978384271868,10.8991284760918,12.112686209367,11.7448938400637,11.2629697359488,11.0049496276478,11.6748627772403,11.9366507014311,11.2629697359488
"Hsa.2357",12.5413878813478,11.978384271868,12.5413878813478,12.6570387228993,12.3436142703998,11.2292030670983,12.209550350436,11.4801165538464,12.6570387228993,12.3436142703998,13.0684958341405,11.5448405271463,12.6570387228993,12.2633274197188,12.6570387228993,12.8398811942479,12.6570387228993,12.209550350436,13.0684958341405,12.2633274197188,12.8398811942479,12.209550350436,11.9366507014311,12.0340178218567,12.0743830932883,12.0340178218567,10.2654127729706,12.209550350436,12.112686209367,12.2633274197188,11.4297637516201,11.6470889576503,12.3436142703998,11.7768656513819,12.112686209367,11.7768656513819,12.112686209367,12.0340178218567,12.1513206241908,12.3436142703998,11.6470889576503,12.1513206241908,11.8905217730701,11.7768656513819,11.7134849798304,11.2824021571064,12.1513206241908,11.1680031988652,11.5684357136978,11.410624279211,12.2633274197188,12.8398811942479,11.8905217730701,12.5413878813478,12.3436142703998,11.2292030670983,11.2292030670983,12.112686209367,11.5232504271384,11.5448405271463,11.8279939560453,11.7768656513819
"Hsa.474",10.8866075474637,10.6433115859647,11.4297637516201,11.1038705860245,10.7124605746993,10.9088564788762,11.4992336531351,10.70126956606,11.341454708019,11.4992336531351,11.0049496276478,11.5232504271384,11.7448938400637,11.1497876762975,11.6470889576503,10.8479293644897,12.112686209367,11.7768656513819,11.5448405271463,11.7134849798304,11.0562570538484,11.8616202492695,11.5684357136978,10.4808888763815,11.0895705067101,10.7567274020773,11.8279939560453,11.4801165538464,11.2629697359488,11.341454708019,11.3007695386135,11.8905217730701,11.4992336531351,11.8616202492695,11.4521459844016,11.2629697359488,10.3666786132033,11.4521459844016,11.1038705860245,10.5871766840918,11.3007695386135,11.7448938400637,11.7134849798304,11.4992336531351,11.978384271868,12.5413878813478,10.5450382571138,12.2633274197188,11.5945759383634,11.1838279453802,11.341454708019,11.1838279453802,12.112686209367,12.112686209367,11.2292030670983,12.5413878813478,11.8279939560453,11.8616202492695,11.1838279453802,11.3633593044258,12.4443259926963,11.8616202492695
"Hsa.749",10.9450576941013,11.1038705860245,11.5232504271384,11.9366507014311,11.5232504271384,11.0211522645792,11.3633593044258,11.0895705067101,12.1513206241908,12.209550350436,10.6898704918544,11.978384271868,11.0562570538484,11.1838279453802,11.1680031988652,10.9298353712685,11.5448405271463,9.8806588672407,11.4521459844016,11.2629697359488,10.5871766840918,11.1207521976102,10.7985726615859,11.5945759383634,11.4801165538464,10.9088564788762,10.9088564788762,11.1680031988652,11.0562570538484,11.1330881305255,11.2292030670983,11.7134849798304,11.1982841279187,11.5684357136978,11.1207521976102,10.164258768279,10.1287277716966,10.8083040792797,9.80966571433927,10.3057598557292,11.2824021571064,11.1680031988652,11.0211522645792,11.4521459844016,11.5945759383634,11.7448938400637,10.2496873267542,11.0895705067101,10.7567274020773,10.7124605746993,11.5448405271463,10.8991284760918,11.3007695386135,11.1838279453802,10.2969694773676,10.5968422906657,11.341454708019,11.2135398401639,10.9863884549021,10.6433115859647,11.5945759383634,10.5150558159221
"Hsa.24464",11.1038705860245,10.5561778371284,10.8991284760918,10.9205577977834,11.7448938400637,11.1330881305255,11.410624279211,10.8218340180217,10.7124605746993,11.1207521976102,11.7134849798304,11.4992336531351,11.3248409016373,9.92514450741998,11.0410120367946,11.0049496276478,11.4297637516201,11.4801165538464,10.3174005778828,11.3007695386135,11.341454708019,11.2460375610607,10.7567274020773,10.8745530699594,11.1982841279187,11.4992336531351,9.7632458377651,12.0340178218567,11.5448405271463,10.8991284760918,11.1038705860245,10.3496875143261,11.1838279453802,12.0340178218567,11.2629697359488,11.6194286158615,12.2633274197188,11.6194286158615,11.978384271868,11.978384271868,11.5232504271384,11.6748627772403,11.7768656513819,10.9585748152263,11.0410120367946,11.1207521976102,11.1982841279187,11.3838750572475,11.8279939560453,10.3913347230983,11.0211522645792,11.6194286158615,10.5653969459655,11.1038705860245,11.1497876762975,10.6433115859647,10.5248222460226,10.9298353712685,10.5248222460226,11.1838279453802,11.4297637516201,11.0736561368819
"Hsa.2597",11.2460375610607,10.5450382571138,11.1038705860245,10.6433115859647,11.8905217730701,11.3633593044258,11.4521459844016,11.7448938400637,10.5150558159221,11.5232504271384,11.4801165538464,11.6194286158615,11.8616202492695,10.470311350929,11.1330881305255,11.0736561368819,11.3633593044258,11.8905217730701,10.341230416817,11.4297637516201,11.2135398401639,10.9585748152263,11.0895705067101,10.8361884620318,11.7448938400637,11.6470889576503,10.143449460979,12.112686209367,11.7448938400637,11.410624279211,11.4801165538464,11.2629697359488,11.410624279211,12.0743830932883,11.5232504271384,12.112686209367,12.0743830932883,11.978384271868,12.4443259926963,12.1513206241908,11.6748627772403,11.978384271868,11.6748627772403,10.97222513169,10.9205577977834,10.8479293644897,12.112686209367,11.410624279211,11.7134849798304,10.6538385612343,11.1982841279187,11.7448938400637,10.7985726615859,11.4521459844016,11.341454708019,10.9585748152263,11.3248409016373,11.1838279453802,11.0736561368819,11.5945759383634,11.4521459844016,11.5232504271384
"Hsa.3835",11.7768656513819,11.7768656513819,10.8218340180217,10.8361884620318,11.3248409016373,12.3436142703998,11.2460375610607,11.8616202492695,11.7134849798304,11.3007695386135,11.3838750572475,11.4801165538464,11.1838279453802,11.2460375610607,11.8905217730701,10.8991284760918,11.8616202492695,11.9366507014311,10.3245255513189,11.5232504271384,11.2629697359488,12.0743830932883,12.0743830932883,11.410624279211,10.9298353712685,12.1513206241908,11.7768656513819,11.8905217730701,11.0410120367946,11.5448405271463,12.3436142703998,11.6748627772403,11.8905217730701,11.5448405271463,11.1680031988652,11.6470889576503,11.7768656513819,11.5448405271463,11.6194286158615,11.5684357136978,10.9863884549021,11.8905217730701,11.9366507014311,10.8991284760918,12.0340178218567,10.8991284760918,11.5945759383634,10.6898704918544,11.978384271868,10.9863884549021,12.3436142703998,11.9366507014311,11.7448938400637,10.6309032562888,11.978384271868,11.9366507014311,11.6470889576503,10.7222361504545,11.3248409016373,12.112686209367,12.0340178218567,11.8905217730701
"Hsa.6080",12.0340178218567,11.7448938400637,13.0684958341405,11.7448938400637,12.4443259926963,11.6194286158615,11.8616202492695,12.1513206241908,12.8398811942479,13.0684958341405,11.6748627772403,12.8398811942479,12.3436142703998,12.6570387228993,12.1513206241908,11.978384271868,11.4521459844016,12.2633274197188,12.1513206241908,12.112686209367,12.0340178218567,12.1513206241908,11.5448405271463,10.2011225816057,13.0684958341405,12.209550350436,12.8398811942479,11.9366507014311,12.4443259926963,12.5413878813478,12.209550350436,12.4443259926963,11.9366507014311,13.0684958341405,12.3436142703998,12.0340178218567,11.9366507014311,11.7134849798304,11.410624279211,11.8905217730701,11.4801165538464,12.8398811942479,12.5413878813478,12.2633274197188,11.9366507014311,12.8398811942479,11.7448938400637,12.8398811942479,11.8905217730701,12.1513206241908,12.6570387228993,11.5684357136978,12.6570387228993,12.8398811942479,11.6748627772403,12.6570387228993,12.6570387228993,12.6570387228993,11.3633593044258,11.5232504271384,11.8616202492695,12.1513206241908
"Hsa.3002",11.978384271868,11.8905217730701,10.8361884620318,10.6758473673379,10.663709160097,12.2633274197188,11.5684357136978,11.8279939560453,11.4801165538464,11.1330881305255,11.410624279211,11.3838750572475,11.0211522645792,11.0736561368819,11.8616202492695,10.97222513169,11.6194286158615,12.0743830932883,10.4301867853244,11.0895705067101,11.6194286158615,11.7768656513819,12.4443259926963,11.7134849798304,11.410624279211,12.112686209367,11.6748627772403,12.5413878813478,11.3633593044258,11.4992336531351,12.4443259926963,12.112686209367,11.5684357136978,10.8866075474637,11.6470889576503,12.0743830932883,12.0340178218567,11.9366507014311,11.9366507014311,12.4443259926963,11.341454708019,12.112686209367,11.978384271868,11.0895705067101,11.6748627772403,11.1680031988652,11.7768656513819,11.3633593044258,12.5413878813478,11.4992336531351,12.4443259926963,11.7768656513819,12.5413878813478,11.5945759383634,12.0340178218567,11.8279939560453,11.978384271868,10.7985726615859,11.1038705860245,11.978384271868,11.6748627772403,11.9366507014311
"Hsa.1119",12.0743830932883,12.112686209367,11.2292030670983,10.9298353712685,11.6194286158615,11.978384271868,11.1497876762975,11.9366507014311,11.3633593044258,10.9088564788762,11.8279939560453,11.3633593044258,11.4297637516201,11.2135398401639,11.0562570538484,11.8905217730701,10.6086462174128,11.5945759383634,11.978384271868,11.341454708019,12.0743830932883,10.0596844095183,12.1513206241908,11.7768656513819,11.5232504271384,11.4297637516201,13.0684958341405,9.87386453548173,11.6748627772403,11.4801165538464,10.8745530699594,11.410624279211,12.4443259926963,10.8479293644897,11.3633593044258,12.8398811942479,11.978384271868,12.0743830932883,12.3436142703998,10.7461310992411,12.1513206241908,11.0049496276478,10.735663699998,12.0743830932883,12.8398811942479,11.0895705067101,11.6470889576503,11.2135398401639,11.341454708019,12.4443259926963,10.3245255513189,11.8616202492695,10.9450576941013,11.6194286158615,11.0410120367946,11.3633593044258,12.2633274197188,11.0410120367946,11.9366507014311,11.9366507014311,11.2824021571064,11.2824021571064
"Hsa.44472",11.2824021571064,10.5968422906657,11.7768656513819,11.5945759383634,11.4297637516201,10.4808888763815,11.5232504271384,10.2351949039913,12.0743830932883,11.7768656513819,11.1497876762975,12.209550350436,10.4193112097907,11.3838750572475,10.1781933653667,10.3913347230983,11.0562570538484,10.9863884549021,11.0410120367946,10.6538385612343,9.80308977493759,10.5769615394396,11.0562570538484,11.0049496276478,11.4521459844016,11.0049496276478,10.9205577977834,10.6898704918544,12.0340178218567,11.3248409016373,11.6194286158615,11.5448405271463,11.4297637516201,11.6194286158615,11.4801165538464,10.5036169083843,10.663709160097,10.8991284760918,9.9968891550008,10.4381486188711,10.7871064726795,11.0895705067101,11.1207521976102,11.4297637516201,10.5653969459655,11.410624279211,11.0410120367946,11.1497876762975,10.8991284760918,10.7871064726795,10.8866075474637,9.93899973566102,11.2629697359488,10.8218340180217,9.57424894833735,11.3838750572475,11.5945759383634,10.6898704918544,10.97222513169,11.1207521976102,11.3007695386135,10.2104600393691
"Hsa.4689",11.341454708019,11.5684357136978,11.6470889576503,11.0049496276478,10.6433115859647,11.3007695386135,11.9366507014311,12.5413878813478,11.0410120367946,11.4521459844016,10.9298353712685,11.3248409016373,11.4521459844016,11.4992336531351,11.4801165538464,10.8083040792797,12.1513206241908,12.5413878813478,12.209550350436,12.209550350436,11.0895705067101,11.9366507014311,12.0340178218567,11.4297637516201,12.4443259926963,12.0743830932883,12.112686209367,12.3436142703998,12.5413878813478,13.0684958341405,12.5413878813478,12.6570387228993,11.6748627772403,12.5413878813478,12.6570387228993,11.8279939560453,11.7448938400637,12.4443259926963,11.7448938400637,12.0743830932883,11.9366507014311,12.4443259926963,12.6570387228993,12.112686209367,12.2633274197188,13.0684958341405,11.978384271868,13.0684958341405,12.6570387228993,12.209550350436,12.209550350436,11.5232504271384,12.8398811942479,12.1513206241908,11.2460375610607,13.0684958341405,12.3436142703998,11.3633593044258,11.7768656513819,12.0340178218567,12.8398811942479,11.8279939560453
